NOK-AV vs NOK-AV
--- units: 20
Dragoons: 10	Zealots: 10 on each side
Win average: 0.5381944444444444
Win average: 0.5397923875432526
Win average: 0.5413793103448276
Win average: 0.5395189003436426
Win average: 0.5376712328767124
Win average: 0.5392491467576792
Win average: 0.5408163265306123
Win average: 0.5423728813559322
Win average: 0.543918918918919
Win average: 0.5454545454545454
Win average: 0.5436241610738255
Win average: 0.5451505016722408
Win average: 0.5466666666666666
Win average: 0.5448504983388704
Win average: 0.543046357615894
Win average: 0.5412541254125413
Win average: 0.5394736842105263
Win average: 0.5377049180327869
Win average: 0.5392156862745098
Win average: 0.5374592833876222
Win average: 0.538961038961039
Win average: 0.5372168284789643
Win average: 0.535483870967742
Win average: 0.5337620578778135
Win average: 0.5352564102564102
Win average: 0.5335463258785943
Win average: 0.535031847133758
Win average: 0.5333333333333333
Win average: 0.5316455696202531
Win average: 0.5331230283911672
Win average: 0.5345911949685535
Win average: 0.5329153605015674
Win average: 0.53125
Win average: 0.5295950155763239
Win average: 0.5279503105590062
Win average: 0.5294117647058824
Win average: 0.5308641975308642
Win average: 0.5323076923076923
Win average: 0.5337423312883436
Win average: 0.5321100917431193
Win average: 0.5304878048780488
Win average: 0.5288753799392097
Win average: 0.5303030303030303
Win average: 0.5287009063444109
Win average: 0.5301204819277109
Win average: 0.5315315315315315
Win average: 0.5329341317365269
Win average: 0.5343283582089552
Win average: 0.5327380952380952
Win average: 0.5341246290801187
Win average: 0.5355029585798816
Win average: 0.5339233038348082
Win average: 0.5352941176470588
Win average: 0.5366568914956011
Win average: 0.5350877192982456
Win average: 0.5335276967930029
Win average: 0.5319767441860465
Win average: 0.5304347826086957
Win average: 0.5289017341040463
Win average: 0.5273775216138329
Win average: 0.5287356321839081
Win average: 0.5272206303724928
Win average: 0.5285714285714286
Win average: 0.5270655270655271
Win average: 0.5255681818181818
Win average: 0.5269121813031161
Win average: 0.5254237288135594
Win average: 0.523943661971831
Win average: 0.5224719101123596
Win average: 0.5238095238095238
Win average: 0.5251396648044693
Win average: 0.5264623955431755
Win average: 0.525
Win average: 0.5235457063711911
Win average: 0.5248618784530387
Win average: 0.5234159779614325
Win average: 0.5247252747252747
Win average: 0.5232876712328767
Win average: 0.5245901639344263
Win average: 0.5258855585831063
Win average: 0.5271739130434783
Win average: 0.5257452574525745
Win average: 0.5243243243243243
Win average: 0.522911051212938
Win average: 0.5241935483870968
Win average: 0.5227882037533512
Win average: 0.5240641711229946
Win average: 0.5226666666666666
Win average: 0.523936170212766
Win average: 0.5251989389920424
Win average: 0.5238095238095238
Win average: 0.5224274406332454
Win average: 0.5210526315789473
Win average: 0.5196850393700787
Win average: 0.5209424083769634
Win average: 0.5195822454308094
Win average: 0.5182291666666666
Win average: 0.5168831168831168
Win average: 0.5181347150259067
Win average: 0.5167958656330749
Win average: 0.5154639175257731
Win average: 0.5167095115681234
Win average: 0.517948717948718
Win average: 0.5166240409207161
Win average: 0.5178571428571429
Win average: 0.5190839694656488
Win average: 0.5203045685279187
Win average: 0.5215189873417722
Win average: 0.5202020202020202
Win average: 0.5214105793450882
Win average: 0.5226130653266332
Win average: 0.5238095238095238
Win average: 0.5225
Win average: 0.5236907730673317
Win average: 0.5248756218905473
Win average: 0.5260545905707196
Win average: 0.5247524752475248
Win average: 0.5234567901234568
Win average: 0.5246305418719212
Win average: 0.5233415233415234
Win average: 0.5245098039215687
Win average: 0.5256723716381418
Win average: 0.524390243902439
Win average: 0.5255474452554745
Win average: 0.5242718446601942
Win average: 0.5254237288135594
Win average: 0.5265700483091788
Win average: 0.5277108433734939
Win average: 0.5288461538461539
Win average: 0.5275779376498801
Win average: 0.5287081339712919
Win average: 0.5298329355608592
Win average: 0.5285714285714286
Win average: 0.5273159144893111
Win average: 0.5260663507109005
Win average: 0.524822695035461
Win average: 0.5235849056603774
Win average: 0.5223529411764706
Win average: 0.5211267605633803
Win average: 0.522248243559719
Win average: 0.5210280373831776
Win average: 0.5221445221445221
Win average: 0.5232558139534884
Win average: 0.5243619489559165
Win average: 0.5231481481481481
Win average: 0.5242494226327945
Win average: 0.5253456221198156
Win average: 0.5264367816091954
Win average: 0.5275229357798165
Win average: 0.528604118993135
Win average: 0.5273972602739726
Win average: 0.5261958997722096
Win average: 0.525
Win average: 0.5238095238095238
Win average: 0.5248868778280543
Win average: 0.5259593679458239
Win average: 0.5247747747747747
Win average: 0.5235955056179775
Win average: 0.5224215246636771
Win average: 0.5212527964205816
Win average: 0.5223214285714286
Win average: 0.5211581291759465
Win average: 0.52
Win average: 0.5210643015521065
Win average: 0.5199115044247787
Win average: 0.5187637969094923
Win average: 0.5176211453744494
Win average: 0.5164835164835165
Win average: 0.5153508771929824
Win average: 0.5164113785557987
Win average: 0.5152838427947598
Win average: 0.514161220043573
Win average: 0.5152173913043478
Win average: 0.5162689804772235
Win average: 0.5151515151515151
Win average: 0.5140388768898488
Win average: 0.5129310344827587
Win average: 0.5118279569892473
Win average: 0.5128755364806867
Win average: 0.5117773019271948
Win average: 0.5106837606837606
Win average: 0.511727078891258
Win average: 0.5106382978723404
Win average: 0.5095541401273885
Win average: 0.510593220338983
Win average: 0.5116279069767442
Win average: 0.510548523206751
Win average: 0.5094736842105263
Win average: 0.5105042016806722
Win average: 0.5115303983228512
Win average: 0.5125523012552301
Win average: 0.511482254697286
Win average: 0.5125
Win average: 0.5135135135135135
Win average: 0.5124481327800829
Win average: 0.5113871635610766
Win average: 0.5103305785123967
Win average: 0.511340206185567
Win average: 0.5102880658436214
Win average: 0.5112936344969199
Win average: 0.5102459016393442
Win average: 0.50920245398773
Win average: 0.5102040816326531
Win average: 0.5091649694501018
Win average: 0.5101626016260162
Win average: 0.5091277890466531
Win average: 0.5101214574898786
Win average: 0.509090909090909
Win average: 0.5080645161290323
Win average: 0.5070422535211268
Win average: 0.5060240963855421
Win average: 0.5050100200400801
Win average: 0.506
Win average: 0.5049900199600799
Win average: 0.5059760956175299
Win average: 0.5049701789264414
Win average: 0.503968253968254
Win average: 0.504950495049505
Win average: 0.5039525691699605
Win average: 0.504930966469428
Win average: 0.5059055118110236
Win average: 0.5049115913555993
Win average: 0.5058823529411764
Win average: 0.5048923679060665
Win average: 0.50390625
Win average: 0.5048732943469786
Win average: 0.5058365758754864
Win average: 0.5048543689320388
Win average: 0.5058139534883721
Win average: 0.504835589941973
Win average: 0.5038610038610039
Win average: 0.5028901734104047
Win average: 0.5038461538461538
Win average: 0.5047984644913628
Win average: 0.5038314176245211
Win average: 0.502868068833652
Win average: 0.5019083969465649
Win average: 0.5009523809523809
Win average: 0.5
Win average: 0.4990512333965844
Win average: 0.5
Win average: 0.500945179584121
Win average: 0.5018867924528302
Win average: 0.5009416195856874
Win average: 0.5018796992481203
Win average: 0.5028142589118199
Win average: 0.50187265917603
Win average: 0.502803738317757
Win average: 0.5018656716417911
Win average: 0.5027932960893855
Win average: 0.5037174721189591
Win average: 0.5046382189239332
Win average: 0.5055555555555555
Win average: 0.5046210720887245
Win average: 0.5055350553505535
Win average: 0.5046040515653776
Win average: 0.5055147058823529
Win average: 0.5045871559633027
Win average: 0.5054945054945055
Win average: 0.506398537477148
Win average: 0.5054744525547445
Win average: 0.5063752276867031
Win average: 0.5054545454545455
Win average: 0.5063520871143375
Win average: 0.5072463768115942
Win average: 0.5063291139240507
Win average: 0.5072202166064982
Win average: 0.5063063063063064
Win average: 0.5053956834532374
Win average: 0.5044883303411131
Win average: 0.5053763440860215
Win average: 0.5062611806797853
Win average: 0.5053571428571428
Win average: 0.5062388591800356
Win average: 0.5071174377224199
Win average: 0.5062166962699822
Win average: 0.5070921985815603
Win average: 0.5061946902654867
Win average: 0.5070671378091873
Win average: 0.5061728395061729
Win average: 0.5052816901408451
Win average: 0.5043936731107206
Win average: 0.5035087719298246
Win average: 0.5043782837127846
Win average: 0.5052447552447552
Win average: 0.506108202443281
Win average: 0.5052264808362369
Win average: 0.5060869565217392
Win average: 0.5069444444444444
Win average: 0.5077989601386482
Win average: 0.5069204152249135
Win average: 0.5060449050086355
Win average: 0.506896551724138
Win average: 0.5077452667814114
Win average: 0.506872852233677
Win average: 0.5077186963979416
Win average: 0.5085616438356164
Win average: 0.5076923076923077
Win average: 0.5068259385665529
Win average: 0.5076660988074957
Win average: 0.5068027210884354
Win average: 0.5076400679117148
Win average: 0.5084745762711864
Win average: 0.5076142131979695
Win average: 0.5084459459459459
Win average: 0.5092748735244519
Win average: 0.51010101010101
Win average: 0.5109243697478991
Win average: 0.5100671140939598
Win average: 0.509212730318258
Win average: 0.5083612040133779
Win average: 0.5075125208681135
Win average: 0.5066666666666667
Win average: 0.5074875207986689
Win average: 0.5066445182724253
Win average: 0.5074626865671642
Win average: 0.5066225165562914
Win average: 0.5074380165289256
Win average: 0.5082508250825083
Win average: 0.5090609555189456
Win average: 0.5082236842105263
Win average: 0.5090311986863711
Win average: 0.5081967213114754
Win average: 0.5073649754500819
Win average: 0.5081699346405228
Win average: 0.5073409461663948
Win average: 0.506514657980456
Win average: 0.5056910569105691
Win average: 0.5064935064935064
Win average: 0.5056726094003241
Win average: 0.5064724919093851
Win average: 0.505654281098546
Win average: 0.5048387096774194
Win average: 0.5056360708534622
Win average: 0.5064308681672026
Win average: 0.5056179775280899
Win average: 0.5064102564102564
Win average: 0.5056
Win average: 0.5047923322683706
Win average: 0.5039872408293461
Win average: 0.5031847133757962
Win average: 0.5039745627980922
Win average: 0.5047619047619047
Win average: 0.5039619651347068
Win average: 0.5031645569620253
Win average: 0.5039494470774092
Win average: 0.5031545741324921
Win average: 0.5039370078740157
Win average: 0.5031446540880503
Win average: 0.5039246467817896
Win average: 0.5031347962382445
Win average: 0.5023474178403756
Win average: 0.503125
Win average: 0.5039001560062403
Win average: 0.5031152647975078
Win average: 0.5023328149300156
Win average: 0.5015527950310559
Win average: 0.5023255813953489
Win average: 0.5030959752321982
Win average: 0.5023183925811437
Win average: 0.5030864197530864
Win average: 0.5038520801232665
Win average: 0.5046153846153846
Win average: 0.5053763440860215
Win average: 0.504601226993865
Win average: 0.5038284839203675
Win average: 0.5030581039755352
Win average: 0.5022900763358779
Win average: 0.5030487804878049
Win average: 0.5038051750380518
Win average: 0.5030395136778115
Win average: 0.503793626707132
Win average: 0.503030303030303
Win average: 0.5022692889561271
Win average: 0.5030211480362538
Win average: 0.502262443438914
Win average: 0.5030120481927711
Win average: 0.5022556390977444
Win average: 0.5015015015015015
Win average: 0.5022488755622189
Win average: 0.5014970059880239
Win average: 0.5007473841554559
Win average: 0.5014925373134328
Win average: 0.5022354694485842
Win average: 0.5029761904761905
Win average: 0.5022288261515602
Win average: 0.5014836795252225
Win average: 0.5022222222222222
Win average: 0.5014792899408284
Win average: 0.5022156573116692
Win average: 0.5014749262536873
Win average: 0.5007363770250368
Win average: 0.5014705882352941
Win average: 0.5022026431718062
Win average: 0.5029325513196481
Win average: 0.5021961932650073
Win average: 0.5029239766081871
Win average: 0.5021897810218978
Win average: 0.5029154518950437
Win average: 0.5021834061135371
Win average: 0.501453488372093
Win average: 0.5007256894049347
Win average: 0.5
Win average: 0.4992764109985528
Win average: 0.4985549132947977
Win average: 0.49927849927849927
Win average: 0.5
Win average: 0.49928057553956834
Win average: 0.5
Win average: 0.49928263988522237
Win average: 0.498567335243553
Win average: 0.4978540772532189
Win average: 0.49857142857142855
Win average: 0.4978601997146933
Win average: 0.49715099715099714
Win average: 0.49644381223328593
Win average: 0.4971590909090909
Win average: 0.4978723404255319
Win average: 0.4985835694050991
Win average: 0.49787835926449786
Win average: 0.4971751412429379
Win average: 0.4978843441466855
Win average: 0.4971830985915493
Win average: 0.4978902953586498
Win average: 0.49719101123595505
Win average: 0.49789621318373073
Win average: 0.49859943977591037
Win average: 0.4993006993006993
Win average: 0.49860335195530725
Win average: 0.499302649930265
Win average: 0.5
Win average: 0.5006954102920723
Win average: 0.5
Win average: 0.49930651872399445
Win average: 0.5
Win average: 0.5006915629322268
Win average: 0.5013812154696132
Win average: 0.5006896551724138
Win average: 0.5
Win average: 0.49931224209078406
Win average: 0.49862637362637363
Win average: 0.4993141289437586
Win average: 0.5
Win average: 0.5006839945280438
Win average: 0.5
Win average: 0.49931787175989084
Win average: 0.5
Win average: 0.4993197278911565
Win average: 0.5
Win average: 0.5006784260515604
Win average: 0.5013550135501355
Win average: 0.5006765899864682
Win average: 0.5013513513513513
Win average: 0.5006747638326585
Win average: 0.5
Win average: 0.4993270524899058
Win average: 0.5
Win average: 0.5006711409395973
Win average: 0.5013404825737265
Win average: 0.5020080321285141
Win average: 0.5026737967914439
Win average: 0.5033377837116155
Win average: 0.5026666666666667
Win average: 0.5019973368841545
Win average: 0.5013297872340425
Win average: 0.50199203187251
Win average: 0.5013262599469496
Win average: 0.5006622516556292
Win average: 0.5
Win average: 0.49933949801849403
Win average: 0.49868073878627966
Win average: 0.4993412384716733
Win average: 0.5
Win average: 0.5006570302233903
Win average: 0.5013123359580053
Win average: 0.5019659239842726
Win average: 0.5026178010471204
Win average: 0.5032679738562091
Win average: 0.5039164490861618
Win average: 0.5045632333767927
Win average: 0.50390625
Win average: 0.5045513654096229
Win average: 0.5051948051948052
Win average: 0.5058365758754864
Win average: 0.5064766839378239
Win average: 0.5058214747736093
Win average: 0.5064599483204134
Win average: 0.5058064516129033
Win average: 0.5051546391752577
Win average: 0.5045045045045045
Win average: 0.5051413881748072
Win average: 0.5057766367137355
Win average: 0.5064102564102564
Win average: 0.5057618437900128
Win average: 0.5063938618925832
Win average: 0.5070242656449553
Win average: 0.5076530612244898
Win average: 0.5070063694267516
Win average: 0.5076335877862596
Win average: 0.5069885641677255
Win average: 0.5063451776649747
Win average: 0.5069708491761724
Win average: 0.5063291139240507
Win average: 0.5056890012642224
Win average: 0.5050505050505051
Win average: 0.5056746532156369
Win average: 0.5050377833753149
Win average: 0.5044025157232704
Win average: 0.5050251256281407
Win average: 0.5043914680050188
Win average: 0.5050125313283208
Win average: 0.5043804755944932
Win average: 0.505
Win average: 0.5043695380774033
Win average: 0.5037406483790524
Win average: 0.5031133250311333
Win average: 0.5024875621890548
Win average: 0.5031055900621118
Win average: 0.5037220843672456
Win average: 0.5030978934324659
Win average: 0.5037128712871287
Win average: 0.5030902348578492
Win average: 0.5024691358024691
Win average: 0.5018495684340321
Win average: 0.5012315270935961
Win average: 0.5006150061500615
Win average: 0.5012285012285013
Win average: 0.501840490797546
Win average: 0.5024509803921569
Win average: 0.5030599755201959
Win average: 0.5024449877750611
Win average: 0.5018315018315018
Win average: 0.501219512195122
Win average: 0.5018270401948843
Win average: 0.5012165450121655
Win average: 0.5018226002430134
Win average: 0.5012135922330098
Win average: 0.5018181818181818
Win average: 0.5012106537530266
Win average: 0.5006045949214026
Win average: 0.5
Win average: 0.5006031363088058
Win average: 0.5
Win average: 0.5006016847172082
Win average: 0.5012019230769231
Win average: 0.5018007202881153
Win average: 0.5011990407673861
Win average: 0.5005988023952096
Win average: 0.5011961722488039
Win average: 0.5017921146953405
Win average: 0.5023866348448688
Win average: 0.5017878426698451
Win average: 0.5023809523809524
Win average: 0.5029726516052319
Win average: 0.502375296912114
Win average: 0.501779359430605
Win average: 0.5023696682464455
Win average: 0.5029585798816568
Win average: 0.5023640661938534
Win average: 0.5029515938606848
Win average: 0.5023584905660378
Win average: 0.5017667844522968
Win average: 0.5023529411764706
Win average: 0.5029377203290247
Win average: 0.5023474178403756
Win average: 0.5029308323563892
Win average: 0.5035128805620609
Win average: 0.504093567251462
Win average: 0.5046728971962616
Win average: 0.5052508751458576
Win average: 0.5046620046620046
Win average: 0.5040745052386496
Win average: 0.5046511627906977
Win average: 0.5052264808362369
Win average: 0.505800464037123
Win average: 0.5063731170336037
Win average: 0.5057870370370371
Win average: 0.5063583815028901
Win average: 0.5069284064665127
Win average: 0.5063437139561707
Win average: 0.5057603686635944
Win average: 0.5051783659378596
Win average: 0.5057471264367817
Win average: 0.505166475315729
Win average: 0.5057339449541285
Win average: 0.5063001145475372
Win average: 0.505720823798627
Win average: 0.5062857142857143
Win average: 0.5057077625570776
Win average: 0.5062713797035348
Win average: 0.5068337129840547
Win average: 0.5062571103526735
Win average: 0.5068181818181818
Win average: 0.5062429057888763
Win average: 0.5056689342403629
Win average: 0.5050962627406569
Win average: 0.505656108597285
Win average: 0.5050847457627119
Win average: 0.5056433408577878
Win average: 0.5050732807215332
Win average: 0.5045045045045045
Win average: 0.5039370078740157
Win average: 0.5044943820224719
Win average: 0.5050505050505051
Win average: 0.5044843049327354
Win average: 0.5050391937290034
Win average: 0.5055928411633109
Win average: 0.506145251396648
Win average: 0.5066964285714286
Win average: 0.5061315496098104
Win average: 0.5055679287305123
Win average: 0.5061179087875417
Win average: 0.5055555555555555
Win average: 0.5049944506104328
Win average: 0.5055432372505543
Win average: 0.5060908084163898
Win average: 0.5055309734513275
Win average: 0.5049723756906077
Win average: 0.5044150110375276
Win average: 0.5049614112458655
Win average: 0.5055066079295154
Win average: 0.504950495049505
Win average: 0.5043956043956044
Win average: 0.5049396267837541
Win average: 0.5043859649122807
Win average: 0.5049288061336255
Win average: 0.5043763676148797
Win average: 0.5038251366120219
Win average: 0.5043668122270742
Win average: 0.504907306434024
Win average: 0.5054466230936819
Win average: 0.5048966267682263
Win average: 0.5054347826086957
Win average: 0.505971769815418
Win average: 0.5054229934924078
Win average: 0.5059588299024919
Win average: 0.5054112554112554
Win average: 0.505945945945946
Win average: 0.5064794816414687
Win average: 0.5070118662351673
Win average: 0.5075431034482759
Win average: 0.5080731969860065
Win average: 0.5075268817204301
Win average: 0.5069817400644469
Win average: 0.5075107296137339
Win average: 0.5080385852090032
Win average: 0.5085653104925053
Win average: 0.509090909090909
Win average: 0.5085470085470085
Win average: 0.5080042689434365
Win average: 0.5085287846481876
Win average: 0.5079872204472844
Win average: 0.5074468085106383
Win average: 0.5079702444208289
Win average: 0.5084925690021231
Win average: 0.5090137857900318
Win average: 0.5095338983050848
Win average: 0.5100529100529101
Win average: 0.5095137420718816
Win average: 0.5089757127771911
Win average: 0.5084388185654009
Win average: 0.5089567966280295
Win average: 0.508421052631579
Win average: 0.5078864353312302
Win average: 0.5073529411764706
Win average: 0.5078698845750262
Win average: 0.5083857442348009
Win average: 0.5078534031413613
Win average: 0.5083682008368201
Win average: 0.5078369905956113
Win average: 0.5073068893528184
Win average: 0.5067778936392076
Win average: 0.50625
Win average: 0.5067637877211238
Win average: 0.5062370062370062
Win average: 0.5067497403946002
Win average: 0.5062240663900415
Win average: 0.5067357512953368
Win average: 0.5062111801242236
Win average: 0.5056876938986556
Win average: 0.506198347107438
Win average: 0.5056759545923633
Win average: 0.5051546391752577
Win average: 0.505664263645726
Win average: 0.5051440329218106
Win average: 0.5056526207605344
Win average: 0.5051334702258727
Win average: 0.5046153846153846
Win average: 0.5040983606557377
Win average: 0.5046059365404298
Win average: 0.5040899795501023
Win average: 0.5035750766087844
Win average: 0.5040816326530613
Win average: 0.5035677879714577
Win average: 0.5040733197556008
Win average: 0.503560528992879
Win average: 0.5030487804878049
Win average: 0.5025380710659898
Win average: 0.5030425963488844
Win average: 0.5035460992907801
Win average: 0.5030364372469636
Win average: 0.5025278058645096
Win average: 0.502020202020202
Win average: 0.5025227043390514
Win average: 0.5020161290322581
Win average: 0.5025176233635448
Win average: 0.5020120724346077
Win average: 0.5015075376884423
Win average: 0.5020080321285141
Win average: 0.5015045135406219
Win average: 0.501002004008016
Win average: 0.5015015015015015
Win average: 0.502
--------------- Score average: -0.1	Deviation: 147.31936736220425
--------------- Win average: 0.502
DRAGOON ZEALOT TEST RESULT: 0.502
--- units: 40
Dragoons: 20	Zealots: 20 on each side
Win average: 1.0
Win average: 1.0
Win average: 0.6666666666666666
Win average: 0.75
Win average: 0.6
Win average: 0.6666666666666666
Win average: 0.5714285714285714
Win average: 0.5
Win average: 0.4444444444444444
Win average: 0.4
Win average: 0.45454545454545453
Win average: 0.5
Win average: 0.46153846153846156
Win average: 0.5
Win average: 0.5333333333333333
Win average: 0.5625
Win average: 0.5882352941176471
Win average: 0.5555555555555556
